pagina	pregunta	incisos
456	formalidad	a
456	nivel_educacion	b
456	tono	b
456	emociones	h
456	tipo_entidad	h
456	origen_entidad	b
456	proposito	d
456	informacion_presentada	a
456	vision	d
456	consecuencias	c
456	que_muestra	d
456	intencion	b
456	localizacion_problema	b
456	involucrados	f
456	formalidad	a
456	nivel_educacion	b
456	tono	b
456	emociones	g
456	tipo_entidad	h
456	origen_entidad	b
456	proposito	d
456	informacion_presentada	a
456	vision	d
456	consecuencias	c
456	que_muestra	d
456	intencion	a
456	localizacion_problema	b
456	involucrados	b
456	formalidad	a
456	nivel_educacion	b
456	tono	b
456	emociones	f
22	tipo_entidad	b
22	origen_entidad	b
22	proposito	d
22	informacion_presentada	a
22	vision	d
22	consecuencias	a
22	que_muestra	d
22	intencion	c
22	localizacion_problema	b
22	involucrados	f e d
22	formalidad	a
22	nivel_educacion	b
22	tono	a
22	emociones	g
22	tipo_entidad	b
22	origen_entidad	b
22	proposito	d
22	informacion_presentada	a
22	vision	d
22	consecuencias	d
22	que_muestra	c
22	intencion	e
22	localizacion_problema	b
22	involucrados	a
22	formalidad	a
22	nivel_educacion	b
22	tono	a
22	emociones	h
22	tipo_entidad	b
22	origen_entidad	b
22	proposito	d
22	informacion_presentada	a
22	vision	d
22	consecuencias	b
22	que_muestra	c
22	intencion	c
22	localizacion_problema	c
22	involucrados	f g c
22	formalidad	a
22	nivel_educacion	b
22	tono	a
22	emociones	h
461	tipo_entidad	b
461	origen_entidad	a
461	proposito	d
461	informacion_presentada	a
461	vision	d
461	consecuencias	a
461	que_muestra	d
461	intencion	a
461	localizacion_problema	c
461	involucrados	a f c b
461	formalidad	a
461	nivel_educacion	b
461	tono	b
461	emociones	h
461	tipo_entidad	b
461	origen_entidad	a
461	proposito	b
461	informacion_presentada	a
461	vision	d
461	consecuencias	c
461	que_muestra	a
461	intencion	a e
461	localizacion_problema	b
461	involucrados	f
461	formalidad	a
461	nivel_educacion	b
461	tono	a
461	emociones	f
461	tipo_entidad	b
461	origen_entidad	a
461	proposito	g h d
461	informacion_presentada	a
461	vision	a b d
461	consecuencias	c
461	que_muestra	d
461	intencion	e
461	localizacion_problema	c
461	involucrados	b
461	formalidad	a
461	nivel_educacion	b
461	tono	a
461	emociones	f
316	tipo_entidad	h
316	origen_entidad	b
316	proposito	d
316	informacion_presentada	a
316	vision	d
316	consecuencias	c
316	que_muestra	b
316	intencion	b
316	localizacion_problema	b
316	involucrados	b g
316	formalidad	a
316	nivel_educacion	b
316	tono	a
316	emociones	h
316	tipo_entidad	h
316	origen_entidad	b
316	proposito	d
316	informacion_presentada	a
316	vision	d
316	consecuencias	c
316	que_muestra	c
316	intencion	b
316	localizacion_problema	b
316	involucrados	g e c
316	formalidad	a
316	nivel_educacion	b
316	tono	a
316	emociones	h
316	tipo_entidad	h
316	origen_entidad	b
316	proposito	d
316	informacion_presentada	a
316	vision	d
316	consecuencias	c
316	que_muestra	c
316	intencion	b
316	localizacion_problema	b
316	involucrados	f g e c
316	formalidad	a
316	nivel_educacion	b
316	tono	b
316	emociones	e
268	tipo_entidad	e
268	origen_entidad	b
268	proposito	b
268	informacion_presentada	a
268	vision	d
268	consecuencias	c
268	que_muestra	c
268	intencion	c
268	localizacion_problema	c
268	involucrados	g
268	formalidad	a
268	nivel_educacion	b
268	tono	b
268	emociones	h
268	tipo_entidad	h
268	origen_entidad	a
268	proposito	b
268	informacion_presentada	a
268	vision	d
268	consecuencias	c
268	que_muestra	d
268	intencion	c
268	localizacion_problema	a
268	involucrados	g
268	formalidad	a
268	nivel_educacion	b
268	tono	b
268	emociones	h
268	tipo_entidad	e
268	origen_entidad	b
268	proposito	b
268	informacion_presentada	a
268	vision	d
268	consecuencias	a
268	que_muestra	d
268	intencion	b
268	localizacion_problema	b
268	involucrados	d
268	formalidad	a
268	nivel_educacion	b
268	tono	b
268	emociones	h
116	tipo_entidad	h
116	origen_entidad	b
116	proposito	d
116	informacion_presentada	a
116	vision	d
116	consecuencias	c
116	que_muestra	b
116	intencion	a
116	localizacion_problema	b
116	involucrados	f e a b c
116	formalidad	a
116	nivel_educacion	b
116	tono	b
116	emociones	b
116	tipo_entidad	h
116	origen_entidad	b
116	proposito	d
116	informacion_presentada	a
116	vision	d
116	consecuencias	c
116	que_muestra	d
116	intencion	b
116	localizacion_problema	b
116	involucrados	f e
116	formalidad	a
116	nivel_educacion	b
116	tono	b
116	emociones	b
116	tipo_entidad	h
116	origen_entidad	b
116	proposito	d
116	informacion_presentada	a
116	vision	d
116	consecuencias	c
116	que_muestra	c
116	intencion	a
116	localizacion_problema	b
116	involucrados	c
116	formalidad	a
116	nivel_educacion	b
116	tono	b
116	emociones	e
410	tipo_entidad	h
410	origen_entidad	b
410	proposito	d
410	informacion_presentada	a
410	vision	d
410	consecuencias	c
410	que_muestra	c
410	intencion	a
410	localizacion_problema	b
410	involucrados	c
410	formalidad	a
410	nivel_educacion	b
410	tono	b
410	emociones	h
410	tipo_entidad	h
410	origen_entidad	b
410	proposito	d
410	informacion_presentada	a
410	vision	d
410	consecuencias	c
410	que_muestra	c
410	intencion	a
410	localizacion_problema	b
410	involucrados	f g e
410	formalidad	a
410	nivel_educacion	b
410	tono	b
410	emociones	d
410	tipo_entidad	h
410	origen_entidad	b
410	proposito	d
410	informacion_presentada	a
410	vision	d
410	consecuencias	c
410	que_muestra	c
410	intencion	a
410	localizacion_problema	b
410	involucrados	a f g b
410	formalidad	a
410	nivel_educacion	b
410	tono	b
410	emociones	e
337	tipo_entidad	c
337	origen_entidad	b
337	proposito	d
337	informacion_presentada	a
337	vision	d
337	consecuencias	c
337	que_muestra	c
337	intencion	c
337	localizacion_problema	b
337	involucrados	g e
337	formalidad	a
337	nivel_educacion	b
337	tono	a
337	emociones	g
337	tipo_entidad	c
337	origen_entidad	b
337	proposito	d
337	informacion_presentada	a
337	vision	d
337	consecuencias	c
337	que_muestra	c
337	intencion	c
337	localizacion_problema	b
337	involucrados	a b
337	formalidad	a
337	nivel_educacion	b
337	tono	a
337	emociones	h
337	tipo_entidad	h
337	origen_entidad	b
337	proposito	d
337	informacion_presentada	a
337	vision	d
337	consecuencias	c
337	que_muestra	d
337	intencion	c
337	localizacion_problema	b
337	involucrados	f e d
337	formalidad	a
337	nivel_educacion	b
337	tono	a
337	emociones	h
130	tipo_entidad	h
130	origen_entidad	b
130	proposito	d
130	informacion_presentada	a
130	vision	d
130	consecuencias	c
130	que_muestra	c
130	intencion	a
130	localizacion_problema	c
130	involucrados	b
130	formalidad	a
130	nivel_educacion	b
130	tono	b
130	emociones	h
130	tipo_entidad	h
130	origen_entidad	b
130	proposito	d
130	informacion_presentada	a
130	vision	d
130	consecuencias	c
130	que_muestra	c
130	intencion	a
130	localizacion_problema	c
130	involucrados	f e c d
130	formalidad	a
130	nivel_educacion	b
130	tono	a
130	emociones	h
130	tipo_entidad	h
130	origen_entidad	b
130	proposito	d
130	informacion_presentada	a
130	vision	d
130	consecuencias	c
130	que_muestra	c
130	intencion	a
130	localizacion_problema	c
130	involucrados	f e d
130	formalidad	a
130	nivel_educacion	b
130	tono	b
130	emociones	h
415	tipo_entidad	h
415	origen_entidad	b
415	proposito	d
415	informacion_presentada	a
415	vision	d
415	consecuencias	c
415	que_muestra	c
415	intencion	c
415	localizacion_problema	c
415	involucrados	c
415	formalidad	a
415	nivel_educacion	b
415	tono	b
415	emociones	e
415	tipo_entidad	h
415	origen_entidad	b
415	proposito	d
415	informacion_presentada	a
415	vision	d
415	consecuencias	a
415	que_muestra	d
415	intencion	a
415	localizacion_problema	c
415	involucrados	a c f
415	formalidad	a
415	nivel_educacion	b
415	tono	a
415	emociones	h
415	tipo_entidad	h
415	origen_entidad	b
415	proposito	a b d
415	informacion_presentada	a
415	vision	d
415	consecuencias	c
415	que_muestra	c
415	intencion	c
415	localizacion_problema	c
415	involucrados	c
415	formalidad	a
415	nivel_educacion	b
415	tono	a
415	emociones	h
210	tipo_entidad	h
210	origen_entidad	b
210	proposito	d
210	informacion_presentada	a
210	vision	d
210	consecuencias	b
210	que_muestra	c
210	intencion	a
210	localizacion_problema	b
210	involucrados	c
210	formalidad	a
210	nivel_educacion	b
210	tono	b
210	emociones	a
210	tipo_entidad	h
210	origen_entidad	b
210	proposito	d
210	informacion_presentada	a
210	vision	d
210	consecuencias	b
210	que_muestra	d
210	intencion	a
210	localizacion_problema	b
210	involucrados	f g e d
210	formalidad	a
210	nivel_educacion	b
210	tono	b
210	emociones	h
210	tipo_entidad	h
210	origen_entidad	b
210	proposito	b
210	informacion_presentada	a
210	vision	d
210	consecuencias	c
210	que_muestra	c
210	intencion	a
210	localizacion_problema	b
210	involucrados	c
210	formalidad	a
210	nivel_educacion	b
210	tono	b
210	emociones	h
195	tipo_entidad	h
195	origen_entidad	b
195	proposito	d
195	informacion_presentada	a
195	vision	d
195	consecuencias	d
195	que_muestra	d
195	intencion	a
195	localizacion_problema	c
195	involucrados	c
195	formalidad	a
195	nivel_educacion	b
195	tono	a
195	emociones	h
195	tipo_entidad	h
195	origen_entidad	b
195	proposito	d
195	informacion_presentada	a
195	vision	d
195	consecuencias	a
195	que_muestra	d
195	intencion	b
195	localizacion_problema	c
195	involucrados	c
195	formalidad	a
195	nivel_educacion	b
195	tono	b
195	emociones	a
195	tipo_entidad	h
195	origen_entidad	b
195	proposito	g a b d i h
195	informacion_presentada	a
195	vision	d
195	consecuencias	d
195	que_muestra	d
195	intencion	a
195	localizacion_problema	c
195	involucrados	c
195	formalidad	a
195	nivel_educacion	b
195	tono	a
195	emociones	h
23	tipo_entidad	h
23	origen_entidad	b
23	proposito	d
23	informacion_presentada	a
23	vision	d
23	consecuencias	c
23	que_muestra	c
23	intencion	a
23	localizacion_problema	b
23	involucrados	b f
23	formalidad	a
23	nivel_educacion	b
23	tono	a
23	emociones	g
23	tipo_entidad	h
23	origen_entidad	b
23	proposito	d
23	informacion_presentada	a
23	vision	d
23	consecuencias	c
23	que_muestra	a
23	intencion	a
23	localizacion_problema	b
23	involucrados	b
23	formalidad	a
23	nivel_educacion	b
23	tono	b
23	emociones	g
23	tipo_entidad	h
23	origen_entidad	b
23	proposito	d
23	informacion_presentada	a
23	vision	d
23	consecuencias	c
23	que_muestra	c
23	intencion	a
23	localizacion_problema	c
23	involucrados	c
23	formalidad	a
23	nivel_educacion	b
23	tono	b
23	emociones	h
309	tipo_entidad	h
309	origen_entidad	b
309	proposito	h
309	informacion_presentada	a
309	vision	d
309	consecuencias	d
309	que_muestra	d
309	intencion	a
309	localizacion_problema	b
309	involucrados	c
309	formalidad	a
309	nivel_educacion	b
309	tono	a
309	emociones	g
309	tipo_entidad	h
309	origen_entidad	b
309	proposito	d
309	informacion_presentada	a
309	vision	d
309	consecuencias	a
309	que_muestra	d
309	intencion	e
309	localizacion_problema	b
309	involucrados	c
309	formalidad	a
309	nivel_educacion	b
309	tono	a
309	emociones	g
309	tipo_entidad	h
309	origen_entidad	b
309	proposito	d
309	informacion_presentada	a
309	vision	d
309	consecuencias	b
309	que_muestra	c
309	intencion	a
309	localizacion_problema	c
309	involucrados	c
309	formalidad	a
309	nivel_educacion	b
309	tono	a
309	emociones	h
512	tipo_entidad	d
512	origen_entidad	a
512	proposito	d
512	informacion_presentada	a
512	vision	d
512	consecuencias	c
512	que_muestra	c
512	intencion	b
512	localizacion_problema	b
512	involucrados	c
512	formalidad	a
512	nivel_educacion	b
512	tono	a
512	emociones	d
512	tipo_entidad	d
512	origen_entidad	a
512	proposito	d
512	informacion_presentada	a
512	vision	d
512	consecuencias	a
512	que_muestra	b
512	intencion	a
512	localizacion_problema	b
512	involucrados	a b
512	formalidad	a
512	nivel_educacion	b
512	tono	a
512	emociones	e
512	tipo_entidad	d
512	origen_entidad	a
512	proposito	d
512	informacion_presentada	a
512	vision	d
512	consecuencias	a
512	que_muestra	d
512	intencion	e
512	localizacion_problema	b
512	involucrados	a f c b
512	formalidad	a
512	nivel_educacion	b
512	tono	b
512	emociones	h
382	tipo_entidad	h
382	origen_entidad	b
382	proposito	b
382	informacion_presentada	a
382	vision	a
382	consecuencias	c
382	que_muestra	c
382	intencion	b
382	localizacion_problema	b
382	involucrados	c
382	formalidad	a
382	nivel_educacion	b
382	tono	b
382	emociones	h
382	tipo_entidad	h
382	origen_entidad	b
382	proposito	d
382	informacion_presentada	a
382	vision	d
382	consecuencias	c
382	que_muestra	c
382	intencion	a
382	localizacion_problema	b
382	involucrados	c
382	formalidad	a
382	nivel_educacion	b
382	tono	b
382	emociones	h
382	tipo_entidad	h
382	origen_entidad	b
382	proposito	b
382	informacion_presentada	a
382	vision	a
382	consecuencias	c
382	que_muestra	d
382	intencion	b
382	localizacion_problema	b
382	involucrados	c
382	formalidad	a
382	nivel_educacion	b
382	tono	b
382	emociones	h
593	tipo_entidad	h
593	origen_entidad	b
593	proposito	e
593	informacion_presentada	b
593	vision	d
593	consecuencias	c
593	que_muestra	d
593	intencion	c
593	localizacion_problema	b
593	involucrados	c
593	formalidad	a
593	nivel_educacion	b
593	tono	b
593	emociones	g
593	tipo_entidad	h
593	origen_entidad	b
593	proposito	e
593	informacion_presentada	a
593	vision	a b d
593	consecuencias	c
593	que_muestra	d
593	intencion	b
593	localizacion_problema	b
593	involucrados	c
593	formalidad	a
593	nivel_educacion	b
593	tono	b
593	emociones	f
593	tipo_entidad	h
593	origen_entidad	b
593	proposito	e
593	informacion_presentada	a
593	vision	d
593	consecuencias	c
593	que_muestra	d
593	intencion	e
593	localizacion_problema	c
593	involucrados	d
593	formalidad	a
593	nivel_educacion	b
593	tono	b
593	emociones	h
350	tipo_entidad	h
350	origen_entidad	b
350	proposito	d
350	informacion_presentada	a
350	vision	d
350	consecuencias	a
350	que_muestra	c
350	intencion	a
350	localizacion_problema	c
350	involucrados	c
350	formalidad	a
350	nivel_educacion	b
350	tono	b
350	emociones	h
350	tipo_entidad	h
350	origen_entidad	b
350	proposito	d
350	informacion_presentada	a
350	vision	d
350	consecuencias	a
350	que_muestra	c
350	intencion	c
350	localizacion_problema	b
350	involucrados	c
350	formalidad	a
350	nivel_educacion	b
350	tono	a
350	emociones	h
350	tipo_entidad	h
350	origen_entidad	b
350	proposito	d
350	informacion_presentada	a
350	vision	d
350	consecuencias	a
350	que_muestra	c
350	intencion	c
350	localizacion_problema	c
350	involucrados	f g e c d
350	formalidad	a
350	nivel_educacion	b
350	tono	b
350	emociones	h
225	tipo_entidad	h
225	origen_entidad	a
225	proposito	d
225	informacion_presentada	a
225	vision	d
225	consecuencias	c
225	que_muestra	d
225	intencion	a
225	localizacion_problema	b
225	involucrados	e c
225	formalidad	a
225	nivel_educacion	b
225	tono	b
225	emociones	f g e a b c d h
225	tipo_entidad	h
225	origen_entidad	b
225	proposito	d
225	informacion_presentada	a
225	vision	d
225	consecuencias	c
225	que_muestra	d
225	intencion	a
225	localizacion_problema	c
225	involucrados	f g e c
225	formalidad	a
225	nivel_educacion	b
225	tono	b
225	emociones	a
225	tipo_entidad	h
225	origen_entidad	b
225	proposito	d
225	informacion_presentada	a
225	vision	d
225	consecuencias	c
225	que_muestra	c
225	intencion	a
225	localizacion_problema	c
225	involucrados	c
225	formalidad	a
225	nivel_educacion	b
225	tono	a
225	emociones	h
211	tipo_entidad	b
211	origen_entidad	b
211	proposito	d
211	informacion_presentada	a
211	vision	d
211	consecuencias	a
211	que_muestra	c
211	intencion	a
211	localizacion_problema	b
211	involucrados	c
211	formalidad	a
211	nivel_educacion	b
211	tono	b
211	emociones	h
211	tipo_entidad	b
211	origen_entidad	b
211	proposito	d
211	informacion_presentada	a
211	vision	d
211	consecuencias	a
211	que_muestra	d
211	intencion	a
211	localizacion_problema	b
211	involucrados	c
211	formalidad	a
211	nivel_educacion	b
211	tono	b
211	emociones	h
211	tipo_entidad	b
211	origen_entidad	b
211	proposito	b
211	informacion_presentada	a
211	vision	d
211	consecuencias	a
211	que_muestra	d
211	intencion	c
211	localizacion_problema	c
211	involucrados	c
211	formalidad	a
211	nivel_educacion	b
211	tono	b
211	emociones	g
494	tipo_entidad	b
494	origen_entidad	a
494	proposito	d
494	informacion_presentada	a
494	vision	d
494	consecuencias	c
494	que_muestra	c
494	intencion	c
494	localizacion_problema	c
494	involucrados	b
494	formalidad	a
494	nivel_educacion	b
494	tono	b
494	emociones	g
494	tipo_entidad	b
494	origen_entidad	a
494	proposito	d
494	informacion_presentada	a
494	vision	d
494	consecuencias	d
494	que_muestra	c
494	intencion	e
494	localizacion_problema	c
494	involucrados	b
494	formalidad	a
494	nivel_educacion	b
494	tono	a
494	emociones	c
494	tipo_entidad	b
494	origen_entidad	a
494	proposito	d
494	informacion_presentada	a
494	vision	d
494	consecuencias	a
494	que_muestra	c
494	intencion	e
494	localizacion_problema	c
494	involucrados	e c
494	formalidad	a
494	nivel_educacion	b
494	tono	b
494	emociones	f
260	tipo_entidad	h
260	origen_entidad	b
260	proposito	d
260	informacion_presentada	a
260	vision	d
260	consecuencias	a
260	que_muestra	c
260	intencion	b
260	localizacion_problema	b
260	involucrados	c
260	formalidad	a
260	nivel_educacion	b
260	tono	a
260	emociones	g
260	tipo_entidad	h
260	origen_entidad	b
260	proposito	d
260	informacion_presentada	a
260	vision	d
260	consecuencias	a
260	que_muestra	c
260	intencion	a
260	localizacion_problema	b
260	involucrados	f e c d
260	formalidad	a
260	nivel_educacion	b
260	tono	b
260	emociones	h
260	tipo_entidad	h
260	origen_entidad	b
260	proposito	d
260	informacion_presentada	a
260	vision	d
260	consecuencias	a
260	que_muestra	d
260	intencion	a
260	localizacion_problema	b
260	involucrados	f h c
260	formalidad	a
260	nivel_educacion	b
260	tono	a
260	emociones	h
68	tipo_entidad	b
68	origen_entidad	b
68	proposito	d
68	informacion_presentada	a
68	vision	d
68	consecuencias	a
68	que_muestra	c
68	intencion	a
68	localizacion_problema	b
68	involucrados	c
68	formalidad	a
68	nivel_educacion	b
68	tono	b
68	emociones	h
68	tipo_entidad	b
68	origen_entidad	b
68	proposito	d
68	informacion_presentada	a
68	vision	d
68	consecuencias	a
68	que_muestra	c
68	intencion	c
68	localizacion_problema	b
68	involucrados	e
68	formalidad	a
68	nivel_educacion	b
68	tono	b
68	emociones	h
68	tipo_entidad	b
68	origen_entidad	b
68	proposito	d
68	informacion_presentada	a
68	vision	d
68	consecuencias	a
68	que_muestra	d
68	intencion	c
68	localizacion_problema	b
68	involucrados	c
68	formalidad	a
68	nivel_educacion	b
68	tono	a
68	emociones	h
371	tipo_entidad	h
371	origen_entidad	b
371	proposito	d
371	informacion_presentada	a
371	vision	d
371	consecuencias	a
371	que_muestra	a
371	intencion	a
371	localizacion_problema	a
371	involucrados	c
371	formalidad	a
371	nivel_educacion	b
371	tono	b
371	emociones	b
371	tipo_entidad	h
371	origen_entidad	b
371	proposito	a h b d
371	informacion_presentada	a
371	vision	d
371	consecuencias	a c b
371	que_muestra	a
371	intencion	a
371	localizacion_problema	a
371	involucrados	a g c f
371	formalidad	a
371	nivel_educacion	b
371	tono	b
371	emociones	h
371	tipo_entidad	h
371	origen_entidad	b
371	proposito	a
371	informacion_presentada	a
371	vision	d
371	consecuencias	a
371	que_muestra	c
371	intencion	a
371	localizacion_problema	c
371	involucrados	c
371	formalidad	a
371	nivel_educacion	b
371	tono	b
371	emociones	d
178	tipo_entidad	h
178	origen_entidad	b
178	proposito	d
178	informacion_presentada	a
178	vision	d
178	consecuencias	a
178	que_muestra	d
178	intencion	a
178	localizacion_problema	b
178	involucrados	f e c
178	formalidad	a
178	nivel_educacion	b
178	tono	b
178	emociones	g
178	tipo_entidad	h
178	origen_entidad	b
178	proposito	d
178	informacion_presentada	a
178	vision	d
178	consecuencias	a
178	que_muestra	d
178	intencion	e
178	localizacion_problema	b
178	involucrados	f
178	formalidad	a
178	nivel_educacion	b
178	tono	b
178	emociones	g
178	tipo_entidad	h
178	origen_entidad	b
178	proposito	d
178	informacion_presentada	a
178	vision	d
178	consecuencias	a
178	que_muestra	d
178	intencion	a
178	localizacion_problema	b
178	involucrados	e c
178	formalidad	a
178	nivel_educacion	b
178	tono	b
178	emociones	h
138	tipo_entidad	h
138	origen_entidad	b
138	proposito	d
138	informacion_presentada	a
138	vision	d
138	consecuencias	d
138	que_muestra	d
138	intencion	a
138	localizacion_problema	b
138	involucrados	c
138	formalidad	a
138	nivel_educacion	b
138	tono	b
138	emociones	h
138	tipo_entidad	h
138	origen_entidad	b
138	proposito	d
138	informacion_presentada	a
138	vision	d
138	consecuencias	c
138	que_muestra	d
138	intencion	a
138	localizacion_problema	b
138	involucrados	c
138	formalidad	a
138	nivel_educacion	b
138	tono	b
138	emociones	h
138	tipo_entidad	h
138	origen_entidad	b
138	proposito	d
138	informacion_presentada	a
138	vision	d
138	consecuencias	d
138	que_muestra	d
138	intencion	b
138	localizacion_problema	b
138	involucrados	c
138	formalidad	a
138	nivel_educacion	b
138	tono	a
138	emociones	g
468	tipo_entidad	h
468	origen_entidad	b
468	proposito	d
468	informacion_presentada	a
468	vision	d
468	consecuencias	c
468	que_muestra	c
468	intencion	a
468	localizacion_problema	b
468	involucrados	c
468	formalidad	a
468	nivel_educacion	b
468	tono	b
468	emociones	h
468	tipo_entidad	h
468	origen_entidad	b
468	proposito	d
468	informacion_presentada	a
468	vision	d
468	consecuencias	c
468	que_muestra	c
468	intencion	a
468	localizacion_problema	b
468	involucrados	c
468	formalidad	a
468	nivel_educacion	b
468	tono	a
468	emociones	h
468	tipo_entidad	h
468	origen_entidad	b
468	proposito	d
468	informacion_presentada	a
468	vision	d
468	consecuencias	c
468	que_muestra	c
468	intencion	a
468	localizacion_problema	b
468	involucrados	b
468	formalidad	a
468	nivel_educacion	b
468	tono	a
468	emociones	h
390	tipo_entidad	h
390	origen_entidad	b
390	proposito	d
390	informacion_presentada	a
390	vision	d
390	consecuencias	c
390	que_muestra	d
390	intencion	a
390	localizacion_problema	b
390	involucrados	d
390	formalidad	a
390	nivel_educacion	b
390	tono	b
390	emociones	e
390	tipo_entidad	h
390	origen_entidad	b
390	proposito	d
390	informacion_presentada	a
390	vision	d
390	consecuencias	c
390	que_muestra	b
390	intencion	a
390	localizacion_problema	b
390	involucrados	e
390	formalidad	a
390	nivel_educacion	b
390	tono	a
390	emociones	h
390	tipo_entidad	h
390	origen_entidad	b
390	proposito	d
390	informacion_presentada	a
390	vision	d
390	consecuencias	c
390	que_muestra	c
390	intencion	a
390	localizacion_problema	c
390	involucrados	f e h
390	formalidad	a
390	nivel_educacion	b
390	tono	b
390	emociones	h
413	tipo_entidad	h
413	origen_entidad	b
413	proposito	d
413	informacion_presentada	a
413	vision	d
413	consecuencias	c
413	que_muestra	d
413	intencion	a
413	localizacion_problema	c
413	involucrados	a b
413	formalidad	a
413	nivel_educacion	b
413	tono	b
413	emociones	h
413	tipo_entidad	h
413	origen_entidad	b
413	proposito	c
413	informacion_presentada	a
413	vision	d
413	consecuencias	c
413	que_muestra	c
413	intencion	a
413	localizacion_problema	c
413	involucrados	b
413	formalidad	a
413	nivel_educacion	b
413	tono	a
413	emociones	h
413	tipo_entidad	h
413	origen_entidad	b
413	proposito	c
413	informacion_presentada	a
413	vision	d
413	consecuencias	c
413	que_muestra	c
413	intencion	a
413	localizacion_problema	b
413	involucrados	e
413	formalidad	a
413	nivel_educacion	b
413	tono	b
413	emociones	h
320	tipo_entidad	b
320	origen_entidad	a
320	proposito	d
320	informacion_presentada	a
320	vision	d
320	consecuencias	d
320	que_muestra	d
320	intencion	e
320	localizacion_problema	b
320	involucrados	b
320	formalidad	a
320	nivel_educacion	b
320	tono	a
320	emociones	e
320	tipo_entidad	b
320	origen_entidad	a
320	proposito	i
320	informacion_presentada	a
320	vision	d
320	consecuencias	c
320	que_muestra	c
320	intencion	e
320	localizacion_problema	b
320	involucrados	b
320	formalidad	a
320	nivel_educacion	b
320	tono	b
320	emociones	e
320	tipo_entidad	b
320	origen_entidad	a
320	proposito	h
320	informacion_presentada	a
320	vision	d
320	consecuencias	d
320	que_muestra	c
320	intencion	e
320	localizacion_problema	b
320	involucrados	b
320	formalidad	a
320	nivel_educacion	b
320	tono	a
320	emociones	e a b d h
507	tipo_entidad	d
507	origen_entidad	b
507	proposito	d
507	informacion_presentada	a
507	vision	d
507	consecuencias	b
507	que_muestra	b
507	intencion	a
507	localizacion_problema	b
507	involucrados	c
507	formalidad	a
507	nivel_educacion	b
507	tono	b
507	emociones	h
507	tipo_entidad	d
507	origen_entidad	b
507	proposito	d
507	informacion_presentada	a
507	vision	d
507	consecuencias	c
507	que_muestra	b
507	intencion	a
507	localizacion_problema	b
507	involucrados	b
507	formalidad	a
507	nivel_educacion	b
507	tono	b
507	emociones	h
507	tipo_entidad	d
507	origen_entidad	b
507	proposito	d
507	informacion_presentada	a
507	vision	d
507	consecuencias	b
507	que_muestra	b
507	intencion	a
507	localizacion_problema	b
507	involucrados	b c f d
507	formalidad	a
507	nivel_educacion	b
507	tono	b
507	emociones	h
452	tipo_entidad	h
452	origen_entidad	b
452	proposito	d
452	informacion_presentada	a
452	vision	d
452	consecuencias	b
452	que_muestra	c
452	intencion	b
452	localizacion_problema	b
452	involucrados	e
452	formalidad	a
452	nivel_educacion	b
452	tono	a
452	emociones	h
452	tipo_entidad	h
452	origen_entidad	b
452	proposito	d
452	informacion_presentada	a
452	vision	d
452	consecuencias	b
452	que_muestra	c
452	intencion	a
452	localizacion_problema	c
452	involucrados	f h e d
452	formalidad	a
452	nivel_educacion	b
452	tono	a
452	emociones	h
452	tipo_entidad	h
452	origen_entidad	b
452	proposito	d
452	informacion_presentada	a
452	vision	d
452	consecuencias	a
452	que_muestra	c
452	intencion	a
452	localizacion_problema	b
452	involucrados	a
452	formalidad	a
452	nivel_educacion	b
452	tono	a
452	emociones	h
385	tipo_entidad	h
385	origen_entidad	b
385	proposito	d
385	informacion_presentada	a
385	vision	d
385	consecuencias	c
385	que_muestra	c
385	intencion	c
385	localizacion_problema	b
385	involucrados	a b
385	formalidad	a
385	nivel_educacion	b
385	tono	a
385	emociones	h
385	tipo_entidad	h
385	origen_entidad	b
385	proposito	b
385	informacion_presentada	a
385	vision	d
385	consecuencias	c
385	que_muestra	c
385	intencion	a
385	localizacion_problema	b
385	involucrados	c
385	formalidad	a
385	nivel_educacion	b
385	tono	b
385	emociones	g
385	tipo_entidad	h
385	origen_entidad	b
385	proposito	d
385	informacion_presentada	a
385	vision	d
385	consecuencias	c
385	que_muestra	c
385	intencion	a
385	localizacion_problema	c
385	involucrados	b c f
385	formalidad	a
385	nivel_educacion	b
385	tono	b
385	emociones	h
411	tipo_entidad	b
411	origen_entidad	a
411	proposito	d
411	informacion_presentada	a
411	vision	d
411	consecuencias	d
411	que_muestra	c
411	intencion	a
411	localizacion_problema	b
411	involucrados	f e c d
411	formalidad	a
411	nivel_educacion	b
411	tono	b
411	emociones	g
411	tipo_entidad	b
411	origen_entidad	a
411	proposito	d
411	informacion_presentada	a
411	vision	d
411	consecuencias	d
411	que_muestra	c
411	intencion	a
411	localizacion_problema	c
411	involucrados	b
411	formalidad	a
411	nivel_educacion	b
411	tono	a
411	emociones	h
411	tipo_entidad	b
411	origen_entidad	a
411	proposito	h d
411	informacion_presentada	a
411	vision	d
411	consecuencias	d
411	que_muestra	d
411	intencion	e
411	localizacion_problema	c
411	involucrados	b
411	formalidad	a
411	nivel_educacion	b
411	tono	a
411	emociones	h
202	tipo_entidad	b
202	origen_entidad	b
202	proposito	d
202	informacion_presentada	a
202	vision	d
202	consecuencias	a
202	que_muestra	c
202	intencion	a
202	localizacion_problema	b
202	involucrados	c
202	formalidad	a
202	nivel_educacion	b
202	tono	a
202	emociones	h
202	tipo_entidad	b
202	origen_entidad	b
202	proposito	d
202	informacion_presentada	a
202	vision	d
202	consecuencias	c
202	que_muestra	c
